"id","标题","目录","年鉴页码","编号","CAJ","PDF","EXCEL","年鉴年份"
"264","15-8 奶类总产量与人均占有量","15各地区主要农村经济指标排序","380","N2008070092000265","yearbooks/N2008070092000265.caj","yearbooks/N2008070092000265.pdf","yearbooks/N2008070092000265.xls","2007"
"265","15-9 各地区农村居民人均纯收入位次","15各地区主要农村经济指标排序","381","N2008070092000266","yearbooks/N2008070092000266.caj","yearbooks/N2008070092000266.pdf","yearbooks/N2008070092000266.xls","2007"
"266","16国外主要农业指标","16国外主要农业指标","383+385-413","N2008070092000267","yearbooks/N2008070092000267.caj","yearbooks/N2008070092000267.pdf",,"2007"
"267","16-1 总人口与农业人口","16国外主要农业指标","385","N2008070092000268","yearbooks/N2008070092000268.caj","yearbooks/N2008070092000268.pdf","yearbooks/N2008070092000268.xls","2007"
"268","16-2 农业生产指数","16国外主要农业指标","386","N2008070092000269","yearbooks/N2008070092000269.caj","yearbooks/N2008070092000269.pdf","yearbooks/N2008070092000269.xls","2007"
"269","16-3 谷物收获面积、总产量与单产","16国外主要农业指标","387","N2008070092000270","yearbooks/N2008070092000270.caj","yearbooks/N2008070092000270.pdf","yearbooks/N2008070092000270.xls","2007"
"270","16-4 小麦收获面积、总产量与单产","16国外主要农业指标","388","N2008070092000271","yearbooks/N2008070092000271.caj","yearbooks/N2008070092000271.pdf","yearbooks/N2008070092000271.xls","2007"
"271","16-5 稻谷收获面积、总产量与单产","16国外主要农业指标","389","N2008070092000272","yearbooks/N2008070092000272.caj","yearbooks/N2008070092000272.pdf","yearbooks/N2008070092000272.xls","2007"
"272","16-6 玉米收获面积、总产量与单产","16国外主要农业指标","390","N2008070092000273","yearbooks/N2008070092000273.caj","yearbooks/N2008070092000273.pdf","yearbooks/N2008070092000273.xls","2007"
"273","16-7 大豆收获面积、总产量与单产","16国外主要农业指标","391","N2008070092000274","yearbooks/N2008070092000274.caj","yearbooks/N2008070092000274.pdf","yearbooks/N2008070092000274.xls","2007"
"274","16-8 薯类作物收获面积、总产量与单产","16国外主要农业指标","392","N2008070092000275","yearbooks/N2008070092000275.caj","yearbooks/N2008070092000275.pdf","yearbooks/N2008070092000275.xls","2007"
"275","16-9 油菜籽收获面积、总产量与单产","16国外主要农业指标","393","N2008070092000276","yearbooks/N2008070092000276.caj","yearbooks/N2008070092000276.pdf","yearbooks/N2008070092000276.xls","2007"
"276","16-10 花生收获面积、总产量与单产","16国外主要农业指标","394","N2008070092000277","yearbooks/N2008070092000277.caj","yearbooks/N2008070092000277.pdf","yearbooks/N2008070092000277.xls","2007"
"277","16-11 籽棉收获面积、总产量与单产","16国外主要农业指标","395","N2008070092000278","yearbooks/N2008070092000278.caj","yearbooks/N2008070092000278.pdf","yearbooks/N2008070092000278.xls","2007"
"278","16-12 麻类收获面积、总产量与单产","16国外主要农业指标","396","N2008070092000279","yearbooks/N2008070092000279.caj","yearbooks/N2008070092000279.pdf","yearbooks/N2008070092000279.xls","2007"
"279","16-13 甜菜收获面积、总产量与单产","16国外主要农业指标","397","N2008070092000280","yearbooks/N2008070092000280.caj","yearbooks/N2008070092000280.pdf","yearbooks/N2008070092000280.xls","2007"
"280","16-14 甘蔗收获面积、总产量与单产","16国外主要农业指标","398","N2008070092000281","yearbooks/N2008070092000281.caj","yearbooks/N2008070092000281.pdf","yearbooks/N2008070092000281.xls","2007"
"281","16-15 烟叶收获面积、总产量与单产","16国外主要农业指标","399","N2008070092000282","yearbooks/N2008070092000282.caj","yearbooks/N2008070092000282.pdf","yearbooks/N2008070092000282.xls","2007"
"282","16-16 茶叶收获面积、总产量与单产","16国外主要农业指标","400","N2008070092000283","yearbooks/N2008070092000283.caj","yearbooks/N2008070092000283.pdf","yearbooks/N2008070092000283.xls","2007"
"283","16-17 水果收获面积、总产量与单产","16国外主要农业指标","401","N2008070092000284","yearbooks/N2008070092000284.caj","yearbooks/N2008070092000284.pdf","yearbooks/N2008070092000284.xls","2007"
"284","16-18 猪、牛、羊存栏数","16国外主要农业指标","402","N2008070092000285","yearbooks/N2008070092000285.caj","yearbooks/N2008070092000285.pdf","yearbooks/N2008070092000285.xls","2007"
"285","16-19 肉类产量","16国外主要农业指标","403","N2008070092000286","yearbooks/N2008070092000286.caj","yearbooks/N2008070092000286.pdf","yearbooks/N2008070092000286.xls","2007"
"286","16-20 鸡蛋产量","16国外主要农业指标","404","N2008070092000287","yearbooks/N2008070092000287.caj","yearbooks/N2008070092000287.pdf","yearbooks/N2008070092000287.xls","2007"
"287","16-21 禽蛋产量","16国外主要农业指标","405","N2008070092000288","yearbooks/N2008070092000288.caj","yearbooks/N2008070092000288.pdf","yearbooks/N2008070092000288.xls","2007"
"288","16-22 牛奶产量","16国外主要农业指标","406","N2008070092000289","yearbooks/N2008070092000289.caj","yearbooks/N2008070092000289.pdf","yearbooks/N2008070092000289.xls","2007"
"289","16-23 羊毛产量","16国外主要农业指标","407","N2008070092000290","yearbooks/N2008070092000290.caj","yearbooks/N2008070092000290.pdf","yearbooks/N2008070092000290.xls","2007"
"290","16-24 水产品产量","16国外主要农业指标","408","N2008070092000291","yearbooks/N2008070092000291.caj","yearbooks/N2008070092000291.pdf","yearbooks/N2008070092000291.xls","2007"
"291","16-25 土地利用情况","16国外主要农业指标","409","N2008070092000292","yearbooks/N2008070092000292.caj","yearbooks/N2008070092000292.pdf","yearbooks/N2008070092000292.xls","2007"
"292","16-26 农业机械拥有量","16国外主要农业指标","410","N2008070092000293","yearbooks/N2008070092000293.caj","yearbooks/N2008070092000293.pdf","yearbooks/N2008070092000293.xls","2007"
"293","16-27 化肥施用量","16国外主要农业指标","411","N2008070092000294","yearbooks/N2008070092000294.caj","yearbooks/N2008070092000294.pdf","yearbooks/N2008070092000294.xls","2007"
"294","16-28 主要林产品产量","16国外主要农业指标","412","N2008070092000295","yearbooks/N2008070092000295.caj","yearbooks/N2008070092000295.pdf","yearbooks/N2008070092000295.xls","2007"
"295","16-29 农业集约化经营程度","16国外主要农业指标","413","N2008070092000296","yearbooks/N2008070092000296.caj","yearbooks/N2008070092000296.pdf","yearbooks/N2008070092000296.xls","2007"
"296","17如何使用《中国农村统计年鉴》","17如何使用《中国农村统计年鉴》","415+417-427","N2008070092000297","yearbooks/N2008070092000297.caj","yearbooks/N2008070092000297.pdf",,"2007"
"297","如何使用《中国农村统计年鉴》","17如何使用《中国农村统计年鉴》","417-427","N2008070092000298","yearbooks/N2008070092000298.caj","yearbooks/N2008070092000298.pdf",,"2007"
"2","《中国农村统计年鉴——2008》编辑委员会","图片","P4","N2009060213000001","yearbooks/N2009060213000001.caj","yearbooks/N2009060213000001.pdf",,"2008"
"1","图片","图片","P4-P5","N2009060213000002","yearbooks/N2009060213000002.caj","yearbooks/N2009060213000002.pdf",,"2008"
"3","编者说明","图片","P5","N2009060213000003","yearbooks/N2009060213000003.caj","yearbooks/N2009060213000003.pdf",,"2008"
"5","2007年农业与农村经济发展良好","1 发展综述","3-5","N2009060213000004","yearbooks/N2009060213000004.caj","yearbooks/N2009060213000004.pdf",,"2008"
"4","1 发展综述","1 发展综述","1+3-5","N2009060213000005","yearbooks/N2009060213000005.caj","yearbooks/N2009060213000005.pdf",,"2008"
"7","2-1 农村经济主要指标","2 综合与概要","9","N2009060213000006","yearbooks/N2009060213000006.caj","yearbooks/N2009060213000006.pdf","yearbooks/N2009060213000006.xls","2008"
"6","2 综合与概要","2 综合与概要","7+9-23","N2009060213000007","yearbooks/N2009060213000007.caj","yearbooks/N2009060213000007.pdf",,"2008"
"8","2-2 按人口平均的主要农产品产量","2 综合与概要","10-11","N2009060213000008","yearbooks/N2009060213000008.caj","yearbooks/N2009060213000008.pdf","yearbooks/N2009060213000008.xls","2008"
"9","2-3 农村经济在国民经济中的地位","2 综合与概要","12-15","N2009060213000009","yearbooks/N2009060213000009.caj","yearbooks/N2009060213000009.pdf","yearbooks/N2009060213000009.xls","2008"
"10","2-4 各地区农村经济在国民经济中的地位","2 综合与概要","16","N2009060213000010","yearbooks/N2009060213000010.caj","yearbooks/N2009060213000010.pdf","yearbooks/N2009060213000010.xls","2008"
"11","2-5 各地区农村社会消费品零售额及占全国的比重","2 综合与概要","17","N2009060213000011","yearbooks/N2009060213000011.caj","yearbooks/N2009060213000011.pdf","yearbooks/N2009060213000011.xls","2008"
"12","2-6 各地区城乡居民收入水平","2 综合与概要","18","N2009060213000012","yearbooks/N2009060213000012.caj","yearbooks/N2009060213000012.pdf","yearbooks/N2009060213000012.xls","2008"
"13","2-7 各地区城乡居民消费水平","2 综合与概要","19","N2009060213000013","yearbooks/N2009060213000013.caj","yearbooks/N2009060213000013.pdf","yearbooks/N2009060213000013.xls","2008"
"14","2-8 主要农产品供需情况","2 综合与概要","20-23","N2009060213000014","yearbooks/N2009060213000014.caj","yearbooks/N2009060213000014.pdf","yearbooks/N2009060213000014.xls","2008"
"16","3-1 农村居民家庭劳动力文化状况","3 农村基本情况与农业生产条件","27","N2009060213000015","yearbooks/N2009060213000015.caj","yearbooks/N2009060213000015.pdf","yearbooks/N2009060213000015.xls","2008"
"15","3 农村基本情况与农业生产条件","3 农村基本情况与农业生产条件","25+27-51","N2009060213000016","yearbooks/N2009060213000016.caj","yearbooks/N2009060213000016.pdf",,"2008"
"17","3-2 各地区农村居民家庭劳动力文化状况","3 农村基本情况与农业生产条件","28","N2009060213000017","yearbooks/N2009060213000017.caj","yearbooks/N2009060213000017.pdf","yearbooks/N2009060213000017.xls","2008"
"18","3-3 各地区农村居民家庭劳动力文化程度","3 农村基本情况与农业生产条件","29","N2009060213000018","yearbooks/N2009060213000018.caj","yearbooks/N2009060213000018.pdf","yearbooks/N2009060213000018.xls","2008"
"19","3-4 主要农业机械年末拥有量","3 农村基本情况与农业生产条件","30","N2009060213000019","yearbooks/N2009060213000019.caj","yearbooks/N2009060213000019.pdf","yearbooks/N2009060213000019.xls","2008"
"20","3-5 主要农业机械年末拥有量及增长情况","3 农村基本情况与农业生产条件","31","N2009060213000020","yearbooks/N2009060213000020.caj","yearbooks/N2009060213000020.pdf","yearbooks/N2009060213000020.xls","2008"
"21","3-6 各地区主要农业机械年末拥有量","3 农村基本情况与农业生产条件","32-37","N2009060213000021","yearbooks/N2009060213000021.caj","yearbooks/N2009060213000021.pdf","yearbooks/N2009060213000021.xls","2008"
"22","3-7 农村电力、灌溉面积、化肥施用量情况","3 农村基本情况与农业生产条件","38","N2009060213000022","yearbooks/N2009060213000022.caj","yearbooks/N2009060213000022.pdf","yearbooks/N2009060213000022.xls","2008"
"23","3-8 农村电力和农田水利建设情况","3 农村基本情况与农业生产条件","39","N2009060213000023","yearbooks/N2009060213000023.caj","yearbooks/N2009060213000023.pdf","yearbooks/N2009060213000023.xls","2008"
"24","3-9 农用化肥、农膜、柴油和农药使用量","3 农村基本情况与农业生产条件","39","N2009060213000024","yearbooks/N2009060213000024.caj","yearbooks/N2009060213000024.pdf","yearbooks/N2009060213000024.xls","2008"
"25","3-10 各地区农村电力和农田水利建设情况","3 农村基本情况与农业生产条件","40-41","N2009060213000025","yearbooks/N2009060213000025.caj","yearbooks/N2009060213000025.pdf","yearbooks/N2009060213000025.xls","2008"
"26","3-11 各地区农用化肥施用量","3 农村基本情况与农业生产条件","42-43","N2009060213000026","yearbooks/N2009060213000026.caj","yearbooks/N2009060213000026.pdf","yearbooks/N2009060213000026.xls","2008"
"27","3-12 各地区农用塑料薄膜使用量","3 农村基本情况与农业生产条件","44","N2009060213000027","yearbooks/N2009060213000027.caj","yearbooks/N2009060213000027.pdf","yearbooks/N2009060213000027.xls","2008"
"28","3-13 各地区农用柴油和农药使用量","3 农村基本情况与农业生产条件","45","N2009060213000028","yearbooks/N2009060213000028.caj","yearbooks/N2009060213000028.pdf","yearbooks/N2009060213000028.xls","2008"
"29","3-14 各地区农村居民家庭拥有生产性固定资产原值","3 农村基本情况与农业生产条件","46-49","N2009060213000029","yearbooks/N2009060213000029.caj","yearbooks/N2009060213000029.pdf","yearbooks/N2009060213000029.xls","2008"
"30","3-15 各地区耕地面积及占全国的比重","3 农村基本情况与农业生产条件","50","N2009060213000030","yearbooks/N2009060213000030.caj","yearbooks/N2009060213000030.pdf","yearbooks/N2009060213000030.xls","2008"
"31","3-16 各地区耕地面积构成","3 农村基本情况与农业生产条件","51","N2009060213000031","yearbooks/N2009060213000031.caj","yearbooks/N2009060213000031.pdf","yearbooks/N2009060213000031.xls","2008"
"33","4-1 全国自然保护区情况","4 农业生态与环境","55","N2009060213000032","yearbooks/N2009060213000032.caj","yearbooks/N2009060213000032.pdf","yearbooks/N2009060213000032.xls","2008"
"32","4 农业生态与环境","4 农业生态与环境","53+55-68","N2009060213000033","yearbooks/N2009060213000033.caj","yearbooks/N2009060213000033.pdf",,"2008"
"34","4-2 各地区自然保护基本情况","4 农业生态与环境","56","N2009060213000034","yearbooks/N2009060213000034.caj","yearbooks/N2009060213000034.pdf","yearbooks/N2009060213000034.xls","2008"
"35","4-3 全国林业重点工程历年完成造林面积","4 农业生态与环境","57-58","N2009060213000035","yearbooks/N2009060213000035.caj","yearbooks/N2009060213000035.pdf","yearbooks/N2009060213000035.xls","2008"
"36","4-4 各地区林业重点工程建设情况","4 农业生态与环境","59-60","N2009060213000036","yearbooks/N2009060213000036.caj","yearbooks/N2009060213000036.pdf","yearbooks/N2009060213000036.xls","2008"
"37","4-5 灌区、水库、除涝、治水情况","4 农业生态与环境","61","N2009060213000037","yearbooks/N2009060213000037.caj","yearbooks/N2009060213000037.pdf","yearbooks/N2009060213000037.xls","2008"
"38","4-6 各地区水利设施和除涝、治水、治碱面积","4 农业生态与环境","62","N2009060213000038","yearbooks/N2009060213000038.caj","yearbooks/N2009060213000038.pdf","yearbooks/N2009060213000038.xls","2008"
"39","4-7 受灾和成灾面积","4 农业生态与环境","63","N2009060213000039","yearbooks/N2009060213000039.caj","yearbooks/N2009060213000039.pdf","yearbooks/N2009060213000039.xls","2008"
"40","4-8 全国受灾、成灾和绝收面积","4 农业生态与环境","64","N2009060213000040","yearbooks/N2009060213000040.caj","yearbooks/N2009060213000040.pdf","yearbooks/N2009060213000040.xls","2008"
"41","4-9 各地区受灾面积","4 农业生态与环境","65-66","N2009060213000041","yearbooks/N2009060213000041.caj","yearbooks/N2009060213000041.pdf","yearbooks/N2009060213000041.xls","2008"
"42","4-10 各地区成灾面积","4 农业生态与环境","67-68","N2009060213000042","yearbooks/N2009060213000042.caj","yearbooks/N2009060213000042.pdf","yearbooks/N2009060213000042.xls","2008"
"44","5-1 国家财政用于农业的支出","5 农村投资","71","N2009060213000043","yearbooks/N2009060213000043.caj","yearbooks/N2009060213000043.pdf","yearbooks/N2009060213000043.xls","2008"
"43","5 农村投资","5 农村投资","69+71-83","N2009060213000044","yearbooks/N2009060213000044.caj","yearbooks/N2009060213000044.pdf",,"2008"
"45","5-2 农业基本建设投资和新增固定资产","5 农村投资","72","N2009060213000045","yearbooks/N2009060213000045.caj","yearbooks/N2009060213000045.pdf","yearbooks/N2009060213000045.xls","2008"
"46","5-3 农村集体单位和农村居民个人固定资产投资额","5 农村投资","73","N2009060213000046","yearbooks/N2009060213000046.caj","yearbooks/N2009060213000046.pdf","yearbooks/N2009060213000046.xls","2008"
"47","5-4 农村居民家庭经营费用现金支出","5 农村投资","74","N2009060213000047","yearbooks/N2009060213000047.caj","yearbooks/N2009060213000047.pdf","yearbooks/N2009060213000047.xls","2008"
"48","5-5 农村居民家庭购买生产性固定资产现金支出","5 农村投资","74","N2009060213000048","yearbooks/N2009060213000048.caj","yearbooks/N2009060213000048.pdf","yearbooks/N2009060213000048.xls","2008"
"49","5-6 各地区农村居民家庭生产投入现金支出","5 农村投资","75","N2009060213000049","yearbooks/N2009060213000049.caj","yearbooks/N2009060213000049.pdf","yearbooks/N2009060213000049.xls","2008"
"50","5-7 各地区农村居民家庭总支出","5 农村投资","76","N2009060213000050","yearbooks/N2009060213000050.caj","yearbooks/N2009060213000050.pdf","yearbooks/N2009060213000050.xls","2008"
"51","5-8 农村固定资产投资情况","5 农村投资","77","N2009060213000051","yearbooks/N2009060213000051.caj","yearbooks/N2009060213000051.pdf","yearbooks/N2009060213000051.xls","2008"
"52","5-9 各地区农村固定资产投资情况","5 农村投资","78","N2009060213000052","yearbooks/N2009060213000052.caj","yearbooks/N2009060213000052.pdf","yearbooks/N2009060213000052.xls","2008"
"53","5-10 各地区农村固定资产构成情况","5 农村投资","79","N2009060213000053","yearbooks/N2009060213000053.caj","yearbooks/N2009060213000053.pdf","yearbooks/N2009060213000053.xls","2008"
"54","5-11 各地区农村固定资产投向情况","5 农村投资","80-83","N2009060213000054","yearbooks/N2009060213000054.caj","yearbooks/N2009060213000054.pdf","yearbooks/N2009060213000054.xls","2008"
"56","6-1 农林牧渔业增加值和指数","6 农林牧渔业总产值、中间消耗及增加值","87","N2009060213000055","yearbooks/N2009060213000055.caj","yearbooks/N2009060213000055.pdf","yearbooks/N2009060213000055.xls","2008"
"55","6 农林牧渔业总产值、中间消耗及增加值","6 农林牧渔业总产值、中间消耗及增加值","85+87-119","N2009060213000056","yearbooks/N2009060213000056.caj","yearbooks/N2009060213000056.pdf",,"2008"
"57","6-2 农林牧渔业总产值、增加值、中间消耗及构成","6 农林牧渔业总产值、中间消耗及增加值","88","N2009060213000057","yearbooks/N2009060213000057.caj","yearbooks/N2009060213000057.pdf","yearbooks/N2009060213000057.xls","2008"
"58","6-3 各地区农林牧渔业总产值、增加值和中间消耗","6 农林牧渔业总产值、中间消耗及增加值","89","N2009060213000058","yearbooks/N2009060213000058.caj","yearbooks/N2009060213000058.pdf","yearbooks/N2009060213000058.xls","2008"
"59","6-4 各地区分部门农林牧渔业增加值","6 农林牧渔业总产值、中间消耗及增加值","90","N2009060213000059","yearbooks/N2009060213000059.caj","yearbooks/N2009060213000059.pdf","yearbooks/N2009060213000059.xls","2008"
"60","6-5 各地区分部门农林牧渔业增加值构成","6 农林牧渔业总产值、中间消耗及增加值","91","N2009060213000060","yearbooks/N2009060213000060.caj","yearbooks/N2009060213000060.pdf","yearbooks/N2009060213000060.xls","2008"
"61","6-6 各地区分部门农林牧渔业增加值比重","6 农林牧渔业总产值、中间消耗及增加值","92","N2009060213000061","yearbooks/N2009060213000061.caj","yearbooks/N2009060213000061.pdf","yearbooks/N2009060213000061.xls","2008"
"62","6-7 各地区分部门农林牧渔业中间消耗","6 农林牧渔业总产值、中间消耗及增加值","93","N2009060213000062","yearbooks/N2009060213000062.caj","yearbooks/N2009060213000062.pdf","yearbooks/N2009060213000062.xls","2008"
"63","6-8 各地区分部门农林牧渔业中间消耗构成","6 农林牧渔业总产值、中间消耗及增加值","94","N2009060213000063","yearbooks/N2009060213000063.caj","yearbooks/N2009060213000063.pdf","yearbooks/N2009060213000063.xls","2008"
"64","6-9 各地区分部门农林牧渔业中间消耗比重","6 农林牧渔业总产值、中间消耗及增加值","95","N2009060213000064","yearbooks/N2009060213000064.caj","yearbooks/N2009060213000064.pdf","yearbooks/N2009060213000064.xls","2008"
"65","6-10 分项农林牧渔业中间消耗","6 农林牧渔业总产值、中间消耗及增加值","96","N2009060213000065","yearbooks/N2009060213000065.caj","yearbooks/N2009060213000065.pdf","yearbooks/N2009060213000065.xls","2008"
"66","6-11 各地区农林牧渔业增加值、中间消耗及占农林牧渔业总产值比重","6 农林牧渔业总产值、中间消耗及增加值","97","N2009060213000066","yearbooks/N2009060213000066.caj","yearbooks/N2009060213000066.pdf","yearbooks/N2009060213000066.xls","2008"
"67","6-12 农林牧渔业总产值","6 农林牧渔业总产值、中间消耗及增加值","98","N2009060213000067","yearbooks/N2009060213000067.caj","yearbooks/N2009060213000067.pdf","yearbooks/N2009060213000067.xls","2008"
"68","6-13 农林牧渔业总产值构成","6 农林牧渔业总产值、中间消耗及增加值","99","N2009060213000068","yearbooks/N2009060213000068.caj","yearbooks/N2009060213000068.pdf","yearbooks/N2009060213000068.xls","2008"
"69","6-14 农林牧渔业分项产值及构成","6 农林牧渔业总产值、中间消耗及增加值","100","N2009060213000069","yearbooks/N2009060213000069.caj","yearbooks/N2009060213000069.pdf","yearbooks/N2009060213000069.xls","2008"
"70","6-15 各地区农林牧渔业总产值","6 农林牧渔业总产值、中间消耗及增加值","101-102","N2009060213000070","yearbooks/N2009060213000070.caj","yearbooks/N2009060213000070.pdf","yearbooks/N2009060213000070.xls","2008"
"71","6-16 各地区农业分项产值","6 农林牧渔业总产值、中间消耗及增加值","103-104","N2009060213000071","yearbooks/N2009060213000071.caj","yearbooks/N2009060213000071.pdf","yearbooks/N2009060213000071.xls","2008"
"72","6-17 各地区林业分项产值","6 农林牧渔业总产值、中间消耗及增加值","105","N2009060213000072","yearbooks/N2009060213000072.caj","yearbooks/N2009060213000072.pdf","yearbooks/N2009060213000072.xls","2008"
"73","6-18 各地区畜牧业分项产值","6 农林牧渔业总产值、中间消耗及增加值","106-107","N2009060213000073","yearbooks/N2009060213000073.caj","yearbooks/N2009060213000073.pdf","yearbooks/N2009060213000073.xls","2008"
"74","6-19 各地区渔业分项产值","6 农林牧渔业总产值、中间消耗及增加值","108","N2009060213000074","yearbooks/N2009060213000074.caj","yearbooks/N2009060213000074.pdf","yearbooks/N2009060213000074.xls","2008"
"75","6-20 四大地区农林牧渔业总产值及构成","6 农林牧渔业总产值、中间消耗及增加值","109","N2009060213000075","yearbooks/N2009060213000075.caj","yearbooks/N2009060213000075.pdf","yearbooks/N2009060213000075.xls","2008"
"76","6-21 农林牧渔业总产值","6 农林牧渔业总产值、中间消耗及增加值","110","N2009060213000076","yearbooks/N2009060213000076.caj","yearbooks/N2009060213000076.pdf","yearbooks/N2009060213000076.xls","2008"
"77","6-22 农林牧渔业总产值指数","6 农林牧渔业总产值、中间消耗及增加值","111","N2009060213000077","yearbooks/N2009060213000077.caj","yearbooks/N2009060213000077.pdf","yearbooks/N2009060213000077.xls","2008"
"78","6-23 各地区农林牧渔业总产值指数","6 农林牧渔业总产值、中间消耗及增加值","112","N2009060213000078","yearbooks/N2009060213000078.caj","yearbooks/N2009060213000078.pdf","yearbooks/N2009060213000078.xls","2008"
"79","6-24 各地区农林牧渔业总产值及占全国的比重","6 农林牧渔业总产值、中间消耗及增加值","113","N2009060213000079","yearbooks/N2009060213000079.caj","yearbooks/N2009060213000079.pdf","yearbooks/N2009060213000079.xls","2008"
"80","6-25 各地区农林牧渔业总产值","6 农林牧渔业总产值、中间消耗及增加值","114","N2009060213000080","yearbooks/N2009060213000080.caj","yearbooks/N2009060213000080.pdf","yearbooks/N2009060213000080.xls","2008"
"81","6-26 农林牧渔业分项产值及增幅","6 农林牧渔业总产值、中间消耗及增加值","115","N2009060213000081","yearbooks/N2009060213000081.caj","yearbooks/N2009060213000081.pdf","yearbooks/N2009060213000081.xls","2008"
"82","6-27 各地区农业分项产值","6 农林牧渔业总产值、中间消耗及增加值","116","N2009060213000082","yearbooks/N2009060213000082.caj","yearbooks/N2009060213000082.pdf","yearbooks/N2009060213000082.xls","2008"
"83","6-28 各地区林业分项产值","6 农林牧渔业总产值、中间消耗及增加值","117","N2009060213000083","yearbooks/N2009060213000083.caj","yearbooks/N2009060213000083.pdf","yearbooks/N2009060213000083.xls","2008"
"84","6-29 各地区畜牧业分项产值","6 农林牧渔业总产值、中间消耗及增加值","118","N2009060213000084","yearbooks/N2009060213000084.caj","yearbooks/N2009060213000084.pdf","yearbooks/N2009060213000084.xls","2008"
"85","6-30 各地区渔业分项产值","6 农林牧渔业总产值、中间消耗及增加值","119","N2009060213000085","yearbooks/N2009060213000085.caj","yearbooks/N2009060213000085.pdf","yearbooks/N2009060213000085.xls","2008"
"87","7-1 主要农作物播种面积","7 主要农产品种(养)面积与产量","123-124","N2009060213000086","yearbooks/N2009060213000086.caj","yearbooks/N2009060213000086.pdf","yearbooks/N2009060213000086.xls","2008"
"86","7 主要农产品种(养)面积与产量","7 主要农产品种(养)面积与产量","121+123-193","N2009060213000087","yearbooks/N2009060213000087.caj","yearbooks/N2009060213000087.pdf",,"2008"
"88","7-2 主要农作物播种面积及增减情况","7 主要农产品种(养)面积与产量","125","N2009060213000088","yearbooks/N2009060213000088.caj","yearbooks/N2009060213000088.pdf","yearbooks/N2009060213000088.xls","2008"
"89","7-3 主要农作物播种面积构成","7 主要农产品种(养)面积与产量","126","N2009060213000089","yearbooks/N2009060213000089.caj","yearbooks/N2009060213000089.pdf","yearbooks/N2009060213000089.xls","2008"
"90","7-4 各地区农作物总播种面积","7 主要农产品种(养)面积与产量","127","N2009060213000090","yearbooks/N2009060213000090.caj","yearbooks/N2009060213000090.pdf","yearbooks/N2009060213000090.xls","2008"
"91","7-5 各地区粮食播种面积及增减情况","7 主要农产品种(养)面积与产量","128","N2009060213000091","yearbooks/N2009060213000091.caj","yearbooks/N2009060213000091.pdf","yearbooks/N2009060213000091.xls","2008"
"92","7-6 各地区粮食播种面积","7 主要农产品种(养)面积与产量","129","N2009060213000092","yearbooks/N2009060213000092.caj","yearbooks/N2009060213000092.pdf","yearbooks/N2009060213000092.xls","2008"
"93","7-7 各地区粮食播种面积","7 主要农产品种(养)面积与产量","130-131","N2009060213000093","yearbooks/N2009060213000093.caj","yearbooks/N2009060213000093.pdf","yearbooks/N2009060213000093.xls","2008"
"94","7-8 各地区油料播种面积","7 主要农产品种(养)面积与产量","132","N2009060213000094","yearbooks/N2009060213000094.caj","yearbooks/N2009060213000094.pdf","yearbooks/N2009060213000094.xls","2008"
"95","7-9 各地区棉花和麻类播种面积","7 主要农产品种(养)面积与产量","133","N2009060213000095","yearbooks/N2009060213000095.caj","yearbooks/N2009060213000095.pdf","yearbooks/N2009060213000095.xls","2008"
"96","7-10 各地区糖料播种面积","7 主要农产品种(养)面积与产量","134","N2009060213000096","yearbooks/N2009060213000096.caj","yearbooks/N2009060213000096.pdf","yearbooks/N2009060213000096.xls","2008"
"97","7-11 各地区烟叶和药材播种面积","7 主要农产品种(养)面积与产量","135","N2009060213000097","yearbooks/N2009060213000097.caj","yearbooks/N2009060213000097.pdf","yearbooks/N2009060213000097.xls","2008"
"98","7-12 各地区蔬菜、瓜类和青饲料播种面积","7 主要农产品种(养)面积与产量","136","N2009060213000098","yearbooks/N2009060213000098.caj","yearbooks/N2009060213000098.pdf","yearbooks/N2009060213000098.xls","2008"
"99","7-13 各地区主要农作物播种面积构成","7 主要农产品种(养)面积与产量","137","N2009060213000099","yearbooks/N2009060213000099.caj","yearbooks/N2009060213000099.pdf","yearbooks/N2009060213000099.xls","2008"
"100","7-14 主要农作物产品产量","7 主要农产品种(养)面积与产量","138","N2009060213000100","yearbooks/N2009060213000100.caj","yearbooks/N2009060213000100.pdf","yearbooks/N2009060213000100.xls","2008"
"101","7-15 主要农作物产品产量及增减情况","7 主要农产品种(养)面积与产量","139","N2009060213000101","yearbooks/N2009060213000101.caj","yearbooks/N2009060213000101.pdf","yearbooks/N2009060213000101.xls","2008"
"102","7-16 各地区粮食总产量","7 主要农产品种(养)面积与产量","140","N2009060213000102","yearbooks/N2009060213000102.caj","yearbooks/N2009060213000102.pdf","yearbooks/N2009060213000102.xls","2008"
"103","7-17 各地区分季粮食作物产量","7 主要农产品种(养)面积与产量","141","N2009060213000103","yearbooks/N2009060213000103.caj","yearbooks/N2009060213000103.pdf","yearbooks/N2009060213000103.xls","2008"
"104","7-18 各地区分品种粮食作物产量","7 主要农产品种(养)面积与产量","142-143","N2009060213000104","yearbooks/N2009060213000104.caj","yearbooks/N2009060213000104.pdf","yearbooks/N2009060213000104.xls","2008"
"105","7-19 各地区油料产量","7 主要农产品种(养)面积与产量","144","N2009060213000105","yearbooks/N2009060213000105.caj","yearbooks/N2009060213000105.pdf","yearbooks/N2009060213000105.xls","2008"
